gene	Peak	P.value	Adj.Pvalue	Qvalue	chromo	start	end	strand	distance	model
Hist1h1c	chr13_52674	0.000384989894987188	0.032633726391557	0.0369068752849458	chr13	21923214	21923836	+	1815	ampfree.step
Rpl7	chr1_961	0.000942438814078734	0.0326939142478084	0.0369484090296083	chr1	16687893	16689088	+	587	flat
Otud7a	chr7_181739	0.000431518156719693	0.0326939383041483	0.0369484090296083	chr7	64122129	64122840	+	678	ampfree.step
Cenpa	chr5_154314	0.000219528321862927	0.0327175137470135	0.0369617758510609	chr5	30643308	30644035	+	23	mix
Lca5	chr9_207075	0.000727303780842163	0.0327303902704129	0.0369630505841083	chr9	82854820	82855843	+	535	sleep
Foxf2	chr13_53427	0.000868299828333918	0.0327467151118543	0.0369682172560685	chr13	30968284	30968677	+	657	circadian
Fli1	chr9_202052	0.00182662228105667	0.0327827200511243	0.0369955893860414	chr9	32695533	32696532	+	274	circadian
Cyb5b	chr8_197355	0.0030992890204474	0.0328390681343479	0.0370458910737556	chr8	107114589	107115206	+	36	flat
Jph1	chr1_895	0.000983743885930129	0.0328779775162045	0.0370538259892873	chr1	16129933	16130575	+	834	circadian
Prickle1	chr15_79103	0.000661322536631474	0.0328663577388986	0.0370538259892873	chr15	93561488	93562120	+	63	sleep
Banf1	chr19_104124	0.00026672628339384	0.0328814330367911	0.0370538259892873	chr19	5139563	5140409	+	225	flat
Calhm2	chr19_107822	0.00143643230785332	0.0329021251071412	0.0370638686945782	chr19	46785651	46786030	+	320	sleep
Gm14760	chrX_212858	0.00554022704996803	0.0329204539308293	0.0370712429935079	chrX	80664100	80665288	+	471	flat
Traf5	chr1_16504	0.00053784644225506	0.0330008518412941	0.0371411114013851	chr1	191592018	191593142	+	405	circadian
4933428G20Rik	chr11_37925	0.000900678500908887	0.0330061088400266	0.0371411114013851	chr11	97502367	97502960	+	12	circadian
Jakmip3	chr7_188052	0.0109458415740596	0.0330577823858134	0.0371859589054969	chr7	138967898	138968923	+	28	flat
Tmed4	chr11_29197	0.000514292648842143	0.033081561463209	0.0371994077045172	chr11	5848666	5849151	+	421	mix
Ythdc1	chr5_158855	0.00262299478061488	0.0332274466940659	0.0373367639026761	chr5	88268644	88269294	+	1465	sleep
Prdx3	chr19_109066	0.000704902422965421	0.0332177430880408	0.0373367639026761	chr19	60682045	60682781	+	182	sleep
Lifr	chr15_71277	0.00106885430774697	0.0332866759288169	0.037389964598703	chr15	7084949	7085590	+	44	circadian
Srfbp1	chr18_99934	0.00077887784709314	0.0332997554073742	0.0373913071296859	chr18	50032588	50033433	+	2433	flat
Fam105a	chr15_72601	0.000594864762469416	0.033352338307088	0.0374087401148501	chr15	27475830	27476340	+	179	circadian
BC004004	chr17_90319	0.000270483042707565	0.033338622848959	0.0374087401148501	chr17	29026619	29027410	+	242	sleep
Yipf5	chr18_98942	0.000322967139430384	0.0333628400717791	0.0374087401148501	chr18	39390864	39391673	+	814	flat
Rps6ka4	chr19_104364	0.000593415608592963	0.0333414998445069	0.0374087401148501	chr19	7057434	7058260	+	229	mix
Lrrc42	chr4_146948	0.000524898088424628	0.0334039802031824	0.0374415259151358	chr4	107163258	107164577	+	70	flat
Stk11	chr10_24052	0.000242462644867028	0.0334462177176263	0.0374755179496156	chr10	81175022	81175341	+	1059	flat
Osbpl6	chr2_115899	0.000381484785741599	0.0334834658910651	0.0374761486072071	chr2	75151126	75152133	+	1255	sleep
Ttc30b	chr2_116033	0.000280739268868283	0.033506336801254	0.0374761486072071	chr2	76504297	76504938	+	569	sleep
Susd1	chr4_143010	0.000275532246113429	0.0335045775051853	0.0374761486072071	chr4	57486244	57486923	+	1828	sleep
Lonrf1	chr8_191507	0.000437968296766134	0.0334600088954027	0.0374761486072071	chr8	35901155	35902064	+	314	sleep
Bsn	chr9_209445	0.000537039625049297	0.0335037101443611	0.0374761486072071	chr9	108305375	108306972	+	210	sleep
Zbtb4	chr11_34933	0.000492388714583559	0.0335331960332677	0.0374928616800504	chr11	69417885	69419394	+	347	sleep
Gtf2e2	chr8_191347	0.000915890671319556	0.0335621862846408	0.0375119446864939	chr8	34596193	34596918	+	865	circadian
Gan	chr8_198298	0.000867770475966217	0.0336195064615548	0.037549890162859	chr8	117344817	117345570	+	187	flat
Slc41a2	chr10_24220	0.000407175756490013	0.0336200057232359	0.037549890162859	chr10	83071917	83072691	+	159	flat
Slc7a14	chr3_127950	0.000707118476717954	0.0336450736642884	0.0375645533771099	chr3	31457526	31458433	+	255	sleep
Mier2	chr10_23739	0.000695722222449009	0.033686265812771	0.0375972023975333	chr10	78574086	78575438	+	965	sleep
Ift27	chr15_77251	0.000249731386865227	0.0337095873466809	0.0376098899631494	chr15	78634155	78634893	+	475	circadian
Zfyve26	chr12_47274	0.000523029960221732	0.0338303371650713	0.0377158862710141	chr12	79925006	79925957	+	693	flat
Klhl22	chr16_81804	0.000406012117983278	0.0338405537261396	0.0377158862710141	chr16	18194255	18195596	+	435	flat
Cmtr1	chr17_90625	0.000496628950912338	0.0338307703288719	0.0377158862710141	chr17	31131167	31131978	+	1471	sleep
Pxdc1	chr13_53756	0.000458390099616193	0.0338672343345815	0.0377322562600626	chr13	34873931	34874635	+	246	flat
Acss2	chr2_123242	0.000723775372136489	0.0339234930643534	0.0377815566526099	chr2	154463673	154464160	+	1054	flat
Kctd12	chr14_69216	0.000860241661141548	0.033951290910271	0.037799135677229	chr14	101839731	101840812	+	1136	ampfree.step
Cetn4	chr3_128403	0.000509269997715544	0.0339863036646436	0.0378113569467272	chr3	36751905	36752545	+	556	flat
Irgm1	chr11_32637	0.00039717122313424	0.0339828261909534	0.0378113569467272	chr11	48550931	48551909	+	311	flat
Vgf	chr5_164140	0.000868353869188541	0.0340338188357331	0.0378508354908442	chr5	137671619	137672349	+	646	sleep
Col20a1	chr2_126023	0.000240546578998842	0.0341032698699453	0.0379146735644293	chr2	180529940	180530895	+	456	flat
Wdr7	chr18_101282	0.00125943132285862	0.0341350958840478	0.0379366512974988	chr18	63768932	63769664	+	61	flat
Hps1	chr19_107413	0.000728966921441621	0.0341624008686409	0.0379535907565016	chr19	42779223	42780471	+	25	circadian
Chpf	chr1_6315	0.000265297240795321	0.0341768414493377	0.0379542168397077	chr1	77723546	77724248	+	2249	flat
Itgb1bp1	chr12_42642	0.00198021350766007	0.0341870907995982	0.0379542168397077	chr12	21208201	21209272	+	32	flat
Dars	chr1_10028	0.00121605213282691	0.0342411322805473	0.0379874049003679	chr1	128832572	128833168	+	469	circadian
Dock9	chr14_70548	0.000263707100763715	0.0342329748652168	0.0379874049003679	chr14	120288956	120289899	+	1253	flat
Ank2	chr3_135945	0.0011027034698714	0.0342592844888426	0.0379941460258731	chr3	127408651	127409613	+	488	ampfree.step
Cds1	chr5_159932	0.00187532195185123	0.0342913883701387	0.0380155137918821	chr5	101242631	101243316	+	522	flat
Calu	chr6_167539	0.000361678656158389	0.0343095079318045	0.0380155137918821	chr6	30716436	30717432	+	1369	flat
Arr3	chrX_213295	0.000863030812571124	0.0343147998106229	0.0380155137918821	chrX	101221786	101223123	+	617	sleep
Ttc39b	chr4_144587	0.000337335105059064	0.0343334247438013	0.0380227590542063	chr4	81280207	81281093	+	1940	sleep
Susd2	chr10_23462	0.000172052528305552	0.0343789526826804	0.0380597826309061	chr10	76668597	76669441	+	1032	mix
Aldh9a1	chr1_13852	0.00124243643618535	0.0344091778905865	0.0380798449821185	chr1	167084145	167085229	+	265	sleep
Fam98b	chr2_119411	0.000754539744438942	0.0344510522347916	0.0381127805227416	chr2	117390363	117390753	+	141	flat
Serpinb8	chr1_8864	0.00111349813136805	0.0345732200289996	0.0381540239275969	chr1	110483281	110483945	+	2894	mix
Rcor3	chr1_16651	0.000693276761642931	0.0345708526929545	0.0381540239275969	chr1	192525732	192526300	+	427	sleep
Kcp	chr6_167398	0.000518444851595995	0.034520300197619	0.0381540239275969	chr6	29513280	29513727	+	40	circadian
B4galnt1	chr10_28750	0.000333167496873624	0.0345257854894439	0.0381540239275969	chr10	128344758	128345272	+	1180	flat
Alox12b	chr11_34861	0.00054343077318041	0.034552827251943	0.0381540239275969	chr11	69059189	69060365	+	97	mix
Atp5g1	chr11_37596	0.000284494273451208	0.0345701269944412	0.0381540239275969	chr11	94548448	94549819	+	1520	flat
Secisbp2	chr13_55563	0.000902224908312527	0.0345259256569636	0.0381540239275969	chr13	52306937	52307576	+	656	sleep
Rab14	chr2_112229	0.000642810822826051	0.0345999805720316	0.0381627262124693	chr2	33544741	33545300	+	1635	flat
Prpf38a	chr4_147119	0.00120529217685866	0.0346053645239332	0.0381627262124693	chr4	108862784	108863833	+	300	flat
Exosc5	chr7_179379	0.000536657486900024	0.034825222117495	0.0383648431426969	chr7	24506453	24507720	+	1152	flat
Zfp617	chr8_194091	0.000158410341731768	0.0348089078716296	0.0383648431426969	chr8	70792299	70793113	+	1116	circadian
Fen1	chr19_104654	0.000840884932496	0.0348236748449988	0.0383648431426969	chr19	10404451	10405629	+	206	sleep
Vgll4	chr6_175363	0.00064818965137685	0.034842120981012	0.038370024717037	chr6	114993359	114994265	+	133	sleep
Orc2	chr1_4706	0.000858940722303755	0.0349031922942562	0.038410391126144	chr1	59312226	59312794	+	850	sleep
Gpr26	chr7_187471	0.00118426757672802	0.0349025864585652	0.038410391126144	chr7	132174246	132175219	+	208	circadian
Cc2d1b	chr4_147111	0.000980446904258906	0.0349319419964493	0.0384151565602075	chr4	108782117	108783174	+	163	sleep
Slx1b	chr7_187006	0.000672261430881958	0.0349249363468632	0.0384151565602075	chr7	127112160	127112888	+	423	sleep
Fst	chr13_61086	0.00100173838074405	0.0349762345515017	0.0384504262110736	chr13	114159356	114160379	+	292	flat
Gm9938	chr19_105640	0.000995960086800038	0.0349978350947217	0.0384607339260863	chr19	23609432	23610222	+	113	circadian
Vipas39	chr12_48084	0.000215458270654881	0.035016532449486	0.0384678451093642	chr12	86085748	86086289	+	1153	sleep
Inpp4a	chr1_2587	0.000466914870435068	0.0350934212835696	0.0385065200929225	chr1	36606830	36607537	+	693	flat
Tmem38b	chr4_142665	0.000853090011018872	0.0351554770661351	0.0385065200929225	chr4	54550996	54551562	+	725	flat
Agk	chr6_168730	0.000989469085716837	0.0351541290820774	0.0385065200929225	chr6	40303182	40303744	+	22	flat
Nt5c3	chr6_170318	0.000474065956167839	0.03515464513669	0.0385065200929225	chr6	58920628	58921293	+	2039	circadian
Relt	chr7_184631	0.000401439038112742	0.0351236439868041	0.0385065200929225	chr7	99467905	99469372	+	1377	circadian
Vat1	chr11_38497	0.000192912714800981	0.0350781444715387	0.0385065200929225	chr11	101807041	101807788	+	349	circadian
Actr10	chr12_46259	0.000343932524052343	0.0351699085115568	0.0385065200929225	chr12	70350558	70350893	+	587	sleep
Gm6548	chr17_94350	0.000513028036155719	0.0350699635866047	0.0385065200929225	chr17	79663318	79664118	+	813	flat
Nap1l3	chrX_213639	0.00300662450427406	0.0351741248877755	0.0385065200929225	chrX	122892598	122893204	+	498	flat
Eif1ax	chrX_214512	0.00395837043686211	0.0351569397832063	0.0385065200929225	chrX	159314986	159315708	+	57	flat
Creg2	chr1_3050	0.00113320585129587	0.0351907753720461	0.0385113481310536	chr1	39761201	39762491	+	143	sleep
Plekha5	chr6_177731	0.000895144607495441	0.0352115374256226	0.0385206707808263	chr6	140360841	140361700	+	63	sleep
Prss12	chr3_135613	0.00173155099010341	0.0352336382485371	0.0385314510258151	chr3	123425473	123426550	+	21	sleep
Eno1	chr4_151215	0.000272974932544746	0.0352650714596059	0.0385524261180631	chr4	149609161	149609828	+	627	flat
Gadd45gip1	chr8_195401	0.000737161555355101	0.0352881288173936	0.0385642331825189	chr8	84846404	84847595	+	15	flat
Csf2ra	chr19_109066	0.000696110317188974	0.0353519228297462	0.0386205351828124	chr19	60682045	60682781	+	542	ampfree.step
Usp33	chr3_138437	0.000527990657760497	0.0354005090294981	0.0386467755876641	chr3	153736730	153737493	+	1391	flat
Cttnbp2	chr6_166645	0.000971982781361385	0.0353926031359534	0.0386467755876641	chr6	18664346	18665102	+	298	flat
Slc4a7	chr14_62165	0.000717700392150244	0.0354222231573651	0.0386570676473618	chr14	14353881	14355051	+	348	ampfree.step
Amt	chr9_209417	0.000570459611641852	0.0354415055487619	0.0386646996812699	chr9	108151865	108152237	+	145	sleep
Cdc42se1	chr3_132924	0.00043097380515747	0.0354863985035462	0.0386817898932959	chr3	95024432	95025139	+	204	flat
Hpgds	chr6_170772	0.000526021360344541	0.0354836225997104	0.0386817898932959	chr6	67014526	67014979	+	1897	flat
Slc25a29	chr12_50288	0.000546381594333021	0.0354940544007655	0.0386817898932959	chr12	110269498	110270645	+	1444	flat
Sumf1	chr6_174604	0.000638867836940846	0.035597570660152	0.0387738746681707	chr6	108447399	108447960	+	341	flat
Pacs1	chr19_104021	0.000257927735841221	0.035603197962537	0.0387738746681707	chr19	4454867	4455658	+	678	sleep
Zfp235	chr7_179527	0.000474479024847775	0.0356319743448221	0.0387917863489839	chr7	25710585	25711117	+	1577	flat
Rpl41	chr10_28746	0.0003227180947316	0.0356608427541292	0.0388097857916998	chr10	128322137	128323128	+	225	flat
Btbd17	chr11_39988	0.000757772941323049	0.0357008650159008	0.0388399073552896	chr11	114070147	114070521	+	721	sleep
Cbx1	chr11_37705	0.000293009094203506	0.0357146260368682	0.0388414476781777	chr11	95506969	95507683	+	1282	sleep
Gng12	chr6_170781	0.00062014236456188	0.0357604238711554	0.0388509672183156	chr6	67081038	67081906	+	185	circadian
Tbpl1	chr10_18883	0.000609715285343915	0.0357567344881235	0.0388509672183156	chr10	23177063	23178025	+	474	circadian
Alyref	chr11_41200	0.00035163932098241	0.0357557349171839	0.0388509672183156	chr11	121672672	121673899	+	1081	circadian
Cd38	chr5_155747	0.000631890125688847	0.0358111443482432	0.0388926413604195	chr5	43986209	43986704	+	118	flat
Bclaf1	chr10_18607	0.00170881301522841	0.0359086172955472	0.0389850446734852	chr10	20673558	20674566	+	362	flat
Ncald	chr15_73656	0.000413806642958725	0.0359551576077277	0.0390221070853209	chr15	37960421	37961776	+	595	flat
Qrsl1	chr10_20621	0.000387321106756562	0.0359761843947883	0.0390314636743413	chr10	43689011	43690188	+	185	flat
Sgce	chr6_165648	0.000638845457908497	0.0360419208505803	0.0390383741451288	chr6	3497840	3499060	+	1176	flat
Ubfd1	chr7_186542	0.000906893247172787	0.0360250571363893	0.0390383741451288	chr7	122350411	122351303	+	284	sleep
Zfp709	chr8_194281	0.0002275847865346	0.0360445928183721	0.0390383741451288	chr8	72443291	72444233	+	562	flat
Txndc11	chr16_81175	0.000487165692928073	0.0360012302780725	0.0390383741451288	chr16	11065950	11066764	+	9	flat
Nrxn2	chr19_104364	0.000910076296170343	0.0360133045607244	0.0390383741451288	chr19	7057434	7058260	+	639	flat
Nlrx1	chr9_203142	0.00388387704027006	0.0361087929505646	0.0390810005687761	chr9	44233318	44234761	+	19	circadian
Eif2s3x	chrX_212998	0.00295112990063112	0.0360999631791346	0.0390810005687761	chrX	93003264	93003995	+	1185	sleep
Rap1gap2	chr11_35381	0.00151258002634481	0.0361412320930173	0.0391026586535091	chr11	73281392	73282255	+	1102	circadian
Prkab1	chr5_161512	0.000660039516798275	0.0362080729361271	0.0391582261980852	chr5	115938845	115939456	+	74	sleep
Ints6l	chrX_212315	0.00161828929191409	0.0362174829893808	0.0391582261980852	chrX	58117552	58118665	+	1663	NA
Kcmf1	chr6_171247	0.00182543971993152	0.0362748133273275	0.0391825566145375	chr6	73054572	73056000	+	214	flat
Rps7	chr12_43161	0.000421661626757585	0.0362697210746351	0.0391825566145375	chr12	29353690	29354353	+	723	flat
Mbd1	chr18_102442	0.00072048280306175	0.0362773470266814	0.0391825566145375	chr18	74738821	74739291	+	471	flat
Pter	chr2_109909	0.000990891873216144	0.0363206885590164	0.0392159067018581	chr2	12049114	12049955	+	875	sleep
Rps6kc1	chr1_16453	0.000549409945055353	0.0364590645071411	0.0392740673413014	chr1	191292240	191292928	+	592	flat
Etl4	chr2_110559	0.000765464912890854	0.0364268333194842	0.0392740673413014	chr2	20167896	20168686	+	259	flat
Ufm1	chr3_129565	0.00092975119971743	0.0364385722878201	0.0392740673413014	chr3	54209953	54210705	+	357	flat
Mxd1	chr6_172200	0.000382870484848411	0.036414290502269	0.0392740673413014	chr6	86368316	86368594	+	279	circadian
Ranbp10	chr8_197308	0.000343172320694106	0.0364260247813576	0.0392740673413014	chr8	106770427	106771441	+	1003	circadian
Ube2n	chr10_25503	0.00142332759341265	0.0363957510908146	0.0392740673413014	chr10	95265576	95266387	+	249	flat
Scfd1	chr12_44897	0.000561043679040538	0.0364619341572762	0.0392740673413014	chr12	50765572	50766053	+	612	mixedaf
Hcfc2	chr10_24231	0.000445818704454641	0.0365165711044864	0.0393194572152009	chr10	83140218	83140797	+	444	mix
Pcnx4	chr12_46522	0.00139218055965628	0.036561230026514	0.0393540758036991	chr12	72285138	72286358	+	251	NA
Tmem39b	chr4_149028	0.000924315041714689	0.036592916380345	0.0393612505297122	chr4	130078724	130079594	+	403	ampfree.step
Herc2	chr7_181331	0.00108506759583895	0.0365892965663243	0.0393612505297122	chr7	55793631	55794577	+	256	flat
Smyd3	chr1_15123	0.000891120046854109	0.036612017882061	0.0393683378410058	chr1	178683631	178684248	+	268	sleep
Gabra5	chr7_181466	0.00186911114870859	0.0366924657277923	0.0394413625499731	chr7	57647350	57648032	+	240	mixedaf
Maged2	chrX_214312	0.00089199507997016	0.0367641156798586	0.0395048836012957	chrX	152341984	152343065	+	1536	mix
Mink1	chr11_35061	0.00144559635562147	0.0368362312480107	0.0395688614357212	chr11	70432060	70433349	+	130	flat
Zfp783	chr6_169220	0.000309359629408611	0.0368491911628197	0.0395692732765507	chr6	47962958	47963622	+	20	sleep
Zfp354c	chr11_32892	0.00055853625246132	0.0368804673683948	0.0395893464630327	chr11	50590968	50591532	+	220	sleep
Psmb6	chr11_35046	0.00133520892021345	0.0369125084485606	0.0395967217107589	chr11	70230229	70230760	+	295	flat
Nsun2	chr13_56939	0.00107117090035939	0.036904597786046	0.0395967217107589	chr13	68913621	68914522	+	620	flat
Atg4b	chr1_7959	0.000361910246174014	0.0371363596514552	0.039782595823209	chr1	93477898	93479699	+	273	flat
Wsb2	chr5_161577	0.000732565630152154	0.0371357409362666	0.039782595823209	chr5	116523124	116523982	+	834	flat
Dok3	chr13_55891	0.000483703989512722	0.0370995788480182	0.039782595823209	chr13	54937661	54938656	+	585	sleep
Dxo	chr17_91061	0.000500562319379545	0.0371342307422419	0.039782595823209	chr17	35516336	35517448	+	680	ampfree.step
Arl5a	chr2_113713	0.000681965826054155	0.0372706195409598	0.0398585667890075	chr2	52037872	52038303	+	360	circadian
Taf4	chr2_126023	0.000213121367601711	0.0372596644134965	0.0398585667890075	chr2	180529940	180530895	+	618	NA
Ethe1	chr7_179403	0.000552615855231896	0.0372530459790137	0.0398585667890075	chr7	24890246	24890973	+	303	sleep
Kdm8	chr7_186712	0.000776642995564008	0.0372678827437977	0.0398585667890075	chr7	123524097	123524722	+	1920	flat
Crkl	chr16_81685	0.00029787216549503	0.0372518632299885	0.0398585667890075	chr16	17358769	17359406	+	93	sleep
Bmi1	chr2_110490	0.000641575294231029	0.0373062000928805	0.0398600156281594	chr2	19392564	19393290	+	716	flat
Vcam1	chr3_134986	0.000877416998413476	0.0373226500053777	0.0398600156281594	chr3	116843941	116844363	+	734	flat
Cox5a	chr9_204678	0.000499205305107953	0.0373115591262109	0.0398600156281594	chr9	57975329	57975941	+	454	flat
